user_id,avg_minutes_4w,last_week_minutes,payment_failures_4w,active_days_4w,usage_trend,signup_date,city_tier,segment,preferred_device,acquisition_channel,last_active_date,lifetime_paid_months,engagement_band,tenure_days,will_churn_14d,days_since_last_activity
U000045,122.202,56.92,0.0,6.6,0.4657861573460336,2025-05-22,2,regular,web,search,2026-01-29,8,high,253,1,-3.0
U000046,109.94000000000001,17.49,0.0,5.6,0.1590867746043296,2026-01-03,2,regular,mobile,paid_social,2026-01-27,1,low,27,1,-1.0
U000047,251.1990502993312,91.53,1.0,6.6,0.36437239667479626,2025-08-24,1,regular,mobile,search,2026-01-29,5,high,159,1,-3.0
U000048,47.06,0.0,0.0,6.6,0.0,2025-12-15,1,regular,mobile,paid_social,2026-01-18,1,low,46,1,8.0
U000049,97.366,86.21,0.0,6.6,0.8854220158987737,2025-10-22,2,regular,web,organic,2026-01-29,3,medium,100,1,-3.0
U000050,0.0,0.0,0.0,6.6,,2025-11-16,2,value,mobile,search,2025-12-19,0,low,75,0,38.0
U000051,48.342,56.79,0.0,6.6,1.1747548715402756,2025-11-11,1,value,web,organic,2026-01-30,2,low,80,1,-4.0
U000052,41.321999999999996,10.82,0.0,6.6,0.26184599002952424,2025-06-22,2,value,web,organic,2026-01-28,5,medium,222,1,-2.0
U000053,0.0,0.0,0.0,6.6,,2025-08-04,3,value,web,organic,2025-10-04,1,low,179,0,114.0
U000054,0.0,0.0,0.0,6.4,,2025-08-30,2,value,web,organic,2025-10-30,2,low,153,0,88.0
U000055,0.0,0.0,0.0,6.4,,2025-09-06,3,value,mobile,referral,2025-11-05,2,low,146,0,82.0
U000056,46.964,73.93,0.0,6.6,1.5741844817306876,2025-05-15,3,value,web,search,2026-01-28,8,medium,260,1,-2.0
U000057,133.52,141.46,0.0,6.6,1.0594667465548233,2025-09-19,2,regular,mobile,organic,2026-01-29,3,high,133,1,-3.0
U000058,0.0,0.0,0.0,6.6,,2025-06-12,2,regular,mobile,referral,2025-12-10,6,high,232,0,47.0
U000059,0.0,0.0,0.0,6.6,,2025-11-07,1,premium,web,email,2025-12-07,1,low,84,0,50.0
U000060,138.296,107.45,0.0,6.4,0.7769566726441836,2025-10-23,3,regular,mobile,referral,2026-01-29,3,medium,99,1,-3.0
U000061,85.724,96.34,0.0,6.6,1.123839298212869,2025-12-22,2,regular,web,referral,2026-01-30,1,low,39,1,-4.0
U000062,28.270000000000003,0.0,0.0,6.4,0.0,2025-11-07,3,value,mobile,email,2026-01-20,2,low,84,1,6.0
U000063,118.34,143.28,0.0,6.6,1.2107486902146358,2025-08-05,2,regular,mobile,paid_social,2026-01-30,5,high,178,1,-4.0
U000064,28.133999999999997,0.0,0.0,5.8,0.0,2026-01-02,1,value,web,email,2026-01-20,1,low,28,1,6.0
U000065,136.988,86.06,0.0,6.4,0.6282302099453967,2025-08-16,1,regular,mobile,email,2026-01-29,5,high,167,1,-3.0
U000066,83.878,35.82,0.0,6.4,0.42704880898447745,2025-07-25,2,regular,web,organic,2026-01-29,6,high,189,1,-3.0
U000067,123.72200000000001,175.14,0.0,6.6,1.4155930230678455,2025-12-18,2,regular,web,referral,2026-01-29,0,low,43,1,-3.0
U000068,68.944,51.06999999999999,0.0,6.6,0.7407461127871895,2025-08-05,1,value,mobile,referral,2026-01-30,5,medium,178,1,-4.0
U000069,0.0,0.0,0.0,6.4,,2025-05-24,2,regular,web,paid_social,2025-12-27,6,high,251,0,30.0
U000070,0.0,0.0,0.0,6.6,,2025-08-30,3,regular,mobile,referral,2025-10-04,1,low,153,0,114.0
U000071,0.0,0.0,0.0,6.4,,2025-11-20,2,regular,web,search,2025-12-22,1,low,71,0,35.0
U000072,122.332,103.01,0.0,6.6,0.84205277441716,2025-06-21,2,regular,web,search,2026-01-28,7,high,223,1,-2.0
U000073,95.386,65.67,0.0,6.4,0.6884658125930431,2025-08-29,1,regular,mobile,paid_social,2026-01-30,4,high,154,1,-4.0
U000074,55.641999999999996,22.06,0.0,6.6,0.39646310341109237,2025-06-06,3,value,web,paid_social,2026-01-29,7,medium,238,1,-3.0
U000075,104.96399999999998,64.21000000000001,0.0,6.6,0.6117335467398348,2025-10-24,2,regular,mobile,referral,2026-01-30,3,medium,98,1,-4.0
U000076,114.46,105.16,0.0,6.6,0.918748907915429,2025-09-01,3,regular,web,referral,2026-01-30,3,high,151,1,-4.0
U000077,13.198000000000002,0.0,0.0,6.4,0.0,2025-07-26,2,value,mobile,paid_social,2026-01-08,6,medium,188,1,18.0
U000078,0.0,0.0,0.0,6.6,,2025-06-30,2,value,mobile,email,2025-10-26,4,medium,214,0,92.0
U000079,151.332,50.27,0.0,6.6,0.33218354346734336,2025-09-23,2,premium,web,organic,2026-01-30,4,high,129,1,-4.0
U000080,131.812,36.45,0.0,6.6,0.27653020969259245,2025-10-20,1,regular,web,email,2026-01-29,3,medium,102,1,-3.0
U000081,147.01,91.41,0.0,6.6,0.6217944357526699,2025-12-27,3,regular,web,organic,2026-01-30,1,low,34,1,-4.0
U000082,143.852,150.04999999999998,0.0,6.6,1.0430859494480438,2025-08-22,2,regular,mobile,search,2026-01-30,5,high,161,1,-4.0
U000083,0.0,0.0,0.0,6.4,,2025-06-14,2,regular,web,organic,2025-12-07,6,high,230,0,50.0
U000084,20.522,0.0,0.0,6.6,0.0,2025-11-30,3,regular,web,search,2026-01-03,0,low,61,0,23.0
U000085,29.532,42.08,0.0,6.6,1.4248950291209534,2025-10-10,3,value,mobile,search,2026-01-28,3,low,112,1,-2.0
U000086,126.144,152.49,0.0,6.6,1.2088565449010655,2025-10-27,3,regular,web,organic,2026-01-29,3,medium,95,1,-3.0
U000087,145.08599999999998,73.88,0.0,6.6,0.5092152240739976,2025-05-29,1,regular,web,paid_social,2026-01-28,8,high,246,1,-2.0
U000088,0.0,0.0,0.0,6.6,,2025-07-22,2,value,web,paid_social,2025-10-10,3,low,192,0,108.0
U000089,95.974,68.86,0.0,6.6,0.7174859857878175,2025-11-13,3,regular,web,organic,2026-01-29,2,medium,78,1,-3.0
U000090,29.958,14.95,0.0,6.6,0.4990319781026771,2025-11-29,2,value,mobile,paid_social,2026-01-28,1,low,62,1,-2.0
U000091,109.394,98.97,0.0,6.4,0.9047114101321827,2025-08-22,1,regular,mobile,organic,2026-01-28,5,high,161,1,-2.0
U000092,101.47999999999999,55.15,0.0,6.6,0.5434568387859677,2025-11-22,3,regular,mobile,organic,2026-01-28,1,medium,69,1,-2.0
U000093,134.372,29.41,0.0,6.2,0.21887000267912957,2025-12-02,2,regular,mobile,organic,2026-01-26,1,medium,59,1,0.0
U000094,113.782,79.04,0.0,6.6,0.6946617215376774,2025-08-10,2,regular,web,paid_social,2026-01-30,4,high,173,1,-4.0
U000095,198.582,194.95,0.0,6.6,0.981710326212849,2025-12-16,3,premium,web,paid_social,2026-01-30,1,medium,45,1,-4.0
U000096,141.56199999999998,86.1,0.0,6.4,0.6082140687472627,2025-07-16,2,regular,mobile,paid_social,2026-01-30,6,high,198,1,-4.0
U000097,93.738,76.7,0.0,6.6,0.8182380678060125,2025-07-04,2,regular,mobile,referral,2026-01-30,6,high,210,1,-4.0
U000098,68.134,0.0,0.0,6.6,0.0,2025-10-23,2,regular,mobile,paid_social,2026-01-19,3,medium,99,1,7.0
U000099,52.628,41.97,0.0,6.6,0.7974842289275671,2025-10-11,2,value,web,referral,2026-01-28,3,low,111,1,-2.0
U000100,43.148,6.84,0.0,6.6,0.1585241494391397,2025-06-09,1,value,mobile,email,2026-01-26,7,medium,235,1,0.0
U000101,133.02937543790134,69.09,0.0,6.6,0.5193589744563711,2025-11-30,3,regular,mobile,search,2026-01-30,1,medium,61,1,-4.0
U000102,0.0,0.0,0.0,6.6,,2025-06-24,3,value,mobile,organic,2025-12-12,5,medium,220,0,45.0
U000103,0.0,0.0,0.0,6.4,,2025-11-23,2,value,mobile,organic,2025-12-23,1,low,68,0,34.0
U000104,113.46399999999998,29.98,0.0,6.6,0.26422477614044987,2025-05-06,2,regular,web,paid_social,2026-01-27,6,high,269,1,-1.0
U000105,70.212,43.36,0.0,6.6,0.6175582521506295,2025-11-21,3,regular,web,search,2026-01-30,2,medium,70,1,-4.0
U000106,25.658000000000005,0.0,0.0,6.6,0.0,2025-11-18,1,value,web,organic,2026-01-17,2,low,73,0,9.0
U000107,0.0,0.0,0.0,6.2,,2025-11-16,2,regular,web,referral,2025-12-19,1,low,75,0,38.0
U000108,0.0,0.0,0.0,6.6,,2025-10-18,2,regular,mobile,email,2025-11-17,1,low,104,0,70.0
U000109,94.638,18.33,0.0,6.6,0.19368541177962337,2025-08-31,2,regular,web,organic,2026-01-29,5,high,152,1,-3.0
U000110,0.0,0.0,0.0,6.6,,2025-10-28,1,value,web,organic,2025-11-23,1,low,94,0,64.0
U000111,82.33399999999999,56.28,0.0,6.4,0.6835572181601769,2025-07-13,2,regular,web,organic,2026-01-30,5,high,201,1,-4.0
U000112,57.838,35.32,0.0,6.6,0.6106711850340606,2025-11-16,2,value,mobile,search,2026-01-30,2,low,75,1,-4.0
U000113,46.372,0.0,0.0,6.6,0.0,2025-09-21,2,regular,web,referral,2026-01-20,4,medium,131,1,6.0
U000114,45.546,68.03,0.0,6.4,1.4936547666095816,2025-08-28,1,value,web,paid_social,2026-01-30,5,medium,155,1,-4.0
U000115,0.0,0.0,0.0,6.4,,2025-09-08,2,premium,mobile,organic,2025-10-08,1,low,144,0,110.0
U000116,66.526,108.84,0.0,6.6,1.6360520698674204,2025-09-24,2,value,web,search,2026-01-30,4,medium,128,1,-4.0
U000117,129.96,131.59,0.0,6.6,1.0125423207140658,2025-05-14,1,regular,web,organic,2026-01-30,7,high,261,1,-4.0
U000118,44.958,14.53,0.0,6.4,0.3231905333867165,2025-06-09,1,value,web,search,2026-01-26,7,medium,235,1,0.0
U000119,0.0,0.0,0.0,6.6,,2025-07-05,1,regular,mobile,search,2025-10-03,3,medium,209,0,115.0
U000120,131.67000000000002,79.88,0.0,6.6,0.6066681856155539,2025-06-02,2,regular,mobile,paid_social,2026-01-30,7,high,242,1,-4.0
U000121,55.588,59.79,0.0,6.6,1.0755918543570555,2025-08-23,1,value,mobile,search,2026-01-29,5,medium,160,1,-3.0
U000122,36.266,31.4,0.0,6.4,0.8658247394253571,2025-10-19,3,value,web,referral,2026-01-29,3,low,103,1,-3.0
U000123,65.47999999999999,67.42,0.0,6.6,1.0296273671350031,2025-10-16,2,value,mobile,organic,2026-01-30,3,low,106,1,-4.0
U000124,43.552,39.31,0.0,6.6,0.9025991917707569,2025-08-31,3,value,mobile,paid_social,2026-01-30,4,medium,152,1,-4.0
U000125,256.828,104.5,0.0,6.4,0.4068870995374336,2025-12-05,3,premium,web,organic,2026-01-29,1,medium,56,1,-3.0
U000126,106.506,128.07,0.0,6.6,1.2024674666215986,2025-09-23,1,regular,nan,organic,2026-01-30,4,medium,129,1,-4.0
U000127,92.26037954589917,27.39,0.0,6.6,0.2968771658518225,2025-05-24,2,value,web,referral,2026-01-28,8,medium,251,1,-2.0
U000128,153.342,72.71,0.0,6.6,0.47416885132579456,2025-11-13,3,premium,mobile,paid_social,2026-01-27,2,medium,78,1,-1.0
U000129,11.294,0.0,0.0,6.4,0.0,2025-09-26,2,value,web,organic,2026-01-16,4,low,126,1,10.0
U000130,0.0,0.0,0.0,6.4,,2025-10-11,2,regular,web,search,2025-11-09,1,low,111,0,78.0
U000131,125.402,64.75,0.0,6.6,0.5163394523213346,2025-09-23,2,regular,mobile,paid_social,2026-01-29,4,high,129,1,-3.0
U000132,179.958,159.54000000000002,0.0,6.6,0.8865401927116329,2025-09-20,1,premium,mobile,email,2026-01-30,4,high,132,1,-4.0
U000133,81.548,18.84,0.0,6.6,0.2310295776720459,2025-05-27,2,regular,mobile,paid_social,2026-01-29,8,high,248,1,-3.0
U000134,0.0,0.0,0.0,6.6,,2025-09-22,3,regular,mobile,organic,2025-10-29,1,low,130,0,89.0
U000135,201.22,182.91000000000003,0.0,6.2,0.9090050690786206,2025-11-20,3,premium,web,search,2026-01-30,2,medium,71,1,-4.0
U000136,0.0,0.0,0.0,6.6,,2025-07-20,1,value,mobile,organic,2025-09-18,1,low,194,0,130.0
U000137,173.31,157.59,0.0,6.6,0.9092954820841267,2025-10-03,2,premium,nan,organic,2026-01-29,3,high,119,1,-3.0
U000138,142.22799999999998,44.31,0.0,6.6,0.3115420311049864,2025-05-12,2,regular,web,paid_social,2026-01-28,8,high,263,1,-2.0
U000139,227.13400000000001,185.87,0.0,6.4,0.8183275071103401,2025-07-31,3,premium,mobile,paid_social,2026-01-29,5,high,183,1,-3.0
U000140,62.70399999999999,7.48,0.0,6.6,0.11929063536616485,2025-08-22,1,value,web,organic,2026-01-26,5,medium,161,1,0.0
U000141,49.817499999999995,78.78,0.0,6.25,1.5813720078285745,2026-01-06,3,value,web,referral,2026-01-28,1,low,24,1,-2.0
U000142,101.924,73.03,0.0,6.4,0.71651426553118,2025-06-27,3,regular,mobile,paid_social,2026-01-29,6,high,217,1,-3.0
U000143,238.8213175891032,719.4165879455157,0.0,6.6,3.0123633652473445,2025-07-13,1,regular,web,paid_social,2026-01-30,6,high,201,1,-4.0
U000144,105.776,59.980000000000004,0.0,6.2,0.5670473453335351,2025-08-15,1,regular,web,organic,2026-01-30,5,high,168,1,-4.0
U000145,131.34,59.84,0.0,5.25,0.4556113902847571,2026-01-09,3,premium,mobile,search,2026-01-29,1,low,21,1,-3.0
U000146,24.660000000000004,0.0,0.0,6.6,0.0,2025-12-05,1,regular,mobile,organic,2026-01-06,1,low,56,0,20.0
U000147,0.0,0.0,0.0,6.2,,2025-05-13,2,value,mobile,organic,2025-12-13,7,medium,262,0,44.0
U000148,0.0,0.0,0.0,6.4,,2025-07-02,3,regular,web,organic,2025-11-29,4,high,212,0,58.0
U000149,41.733999999999995,0.0,1.0,6.6,0.0,2025-11-27,2,value,mobile,organic,2026-01-20,1,low,64,1,6.0
U000150,55.001999999999995,27.869999999999997,0.0,6.6,0.5067088469510199,2025-05-19,2,value,mobile,organic,2026-01-28,7,medium,256,1,-2.0
U000151,58.822,50.49,0.0,6.6,0.8583523171602462,2025-12-05,2,value,web,organic,2026-01-29,1,low,56,1,-3.0
U000152,108.94800000000001,84.45,0.0,6.6,0.7751404339684987,2025-07-14,1,regular,web,email,2026-01-30,5,high,200,1,-4.0
U000153,140.674,218.96,0.0,6.6,1.5565065328347811,2025-12-21,3,regular,web,referral,2026-01-30,1,low,40,1,-4.0
U000154,0.0,0.0,0.0,6.6,,2025-07-17,2,regular,web,search,2025-09-18,2,medium,197,0,130.0
U000155,0.0,0.0,0.0,6.4,,2025-08-22,1,value,web,email,2025-12-25,3,medium,161,0,32.0
U000156,106.23999999999998,45.9,0.0,6.4,0.4320406626506025,2025-10-18,2,regular,mobile,organic,2026-01-28,2,medium,104,1,-2.0
U000157,112.122,35.980000000000004,0.0,6.4,0.3209004477265836,2025-06-05,3,regular,mobile,search,2026-01-29,7,high,239,1,-3.0
U000158,156.39000000000001,112.35,0.0,6.6,0.7183963169000575,2025-09-21,1,premium,web,referral,2026-01-29,4,high,131,1,-3.0
U000159,0.0,0.0,0.0,6.6,,2025-09-08,3,regular,mobile,search,2025-10-11,1,low,144,0,107.0
U000160,50.361999999999995,0.0,0.0,6.6,0.0,2025-11-17,2,regular,web,organic,2026-01-15,2,low,74,0,11.0
U000161,57.9775,58.769999999999996,0.0,5.25,1.0136690957699106,2026-01-10,3,regular,web,search,2026-01-29,1,low,20,1,-3.0
U000162,0.0,0.0,0.0,6.6,,2025-10-18,3,regular,mobile,search,2025-11-13,1,low,104,0,74.0
U000163,119.75399999999999,230.53,0.0,6.6,1.9250296441037462,2025-08-15,3,premium,web,paid_social,2026-01-30,4,high,168,1,-4.0
U000164,117.824,49.489999999999995,0.0,6.4,0.42003326996197715,2025-08-15,3,regular,mobile,search,2026-01-30,3,high,168,1,-4.0
U000165,134.726,176.82,0.0,6.6,1.312441548030818,2025-08-17,1,regular,web,search,2026-01-29,5,high,166,1,-3.0
U000166,9.943999999999999,0.0,0.0,6.6,0.0,2025-11-25,3,value,web,organic,2026-01-11,1,low,66,1,15.0
U000167,144.83800000000002,151.93,0.0,6.4,1.0489650506082657,2025-07-24,2,regular,web,search,2026-01-29,6,high,190,1,-3.0
U000168,0.0,0.0,0.0,6.6,,2025-06-15,2,regular,web,organic,2025-07-16,0,low,229,0,194.0
U000169,104.296,61.29,0.0,6.6,0.5876543683362736,2025-07-27,3,regular,mobile,referral,2026-01-29,5,high,187,1,-3.0
U000170,113.19200000000001,67.71000000000001,0.0,6.6,0.5981871510354089,2025-05-10,3,regular,mobile,paid_social,2026-01-27,8,high,265,1,-1.0
U000171,38.604,45.66,0.0,6.6,1.1827789866335094,2025-05-31,2,value,web,search,2026-01-30,8,medium,244,1,-4.0
U000172,178.388,159.62,0.0,6.6,0.8947911294481692,2025-05-27,2,premium,web,paid_social,2026-01-30,8,high,248,1,-4.0
U000173,53.288,0.0,0.0,6.6,0.0,2025-11-14,2,value,mobile,organic,2026-01-25,2,low,77,1,1.0
U000174,170.514,115.86,0.0,6.6,0.6794749991203068,2025-11-02,2,premium,mobile,search,2026-01-30,2,medium,89,1,-4.0
U000175,28.994,15.08,0.0,6.4,0.5201076084707181,2025-10-26,2,value,web,search,2026-01-26,3,low,96,1,0.0
U000176,108.28,148.6,0.0,6.6,1.3723679349833764,2025-08-28,2,regular,web,search,2026-01-30,5,high,155,1,-4.0
U000177,96.384,141.42000000000002,0.0,6.6,1.4672559760956176,2025-10-31,1,regular,web,paid_social,2026-01-30,2,medium,91,1,-4.0
U000178,140.192,59.980000000000004,0.0,6.4,0.4278418169367724,2025-06-14,1,regular,web,email,2026-01-30,7,high,230,1,-4.0
U000179,61.51800000000001,46.44,0.0,6.6,0.7549010045840241,2025-12-17,3,value,web,search,2026-01-30,1,low,44,1,-4.0
U000180,204.948,206.74,0.0,6.6,1.0087436813240431,2025-09-07,2,premium,web,search,2026-01-30,4,high,145,1,-4.0
U000181,122.606,64.72,0.0,6.6,0.5278697616756113,2025-12-26,3,regular,web,paid_social,2026-01-30,1,low,35,1,-4.0
U000182,6.3180000000000005,0.0,0.0,6.6,0.0,2025-06-12,2,regular,web,organic,2026-01-07,7,high,232,0,19.0
U000183,94.49,28.200000000000003,0.0,6.4,0.2984442798179702,2025-09-06,1,regular,web,organic,2026-01-27,2,high,146,1,-1.0
U000184,32.888,28.29,0.0,6.6,0.8601921673558746,2025-10-26,1,value,mobile,email,2026-01-30,3,low,96,1,-4.0
U000185,123.68799999999999,107.19,0.0,6.6,0.8666160015522929,2025-09-06,1,regular,mobile,referral,2026-01-30,4,high,146,1,-4.0
U000186,30.291999999999994,13.56,0.0,6.2,0.4476429420308993,2025-08-24,3,value,web,email,2026-01-28,5,medium,159,1,-2.0
U000187,46.228,17.87,0.0,6.6,0.3865622566409968,2025-06-15,1,value,web,organic,2026-01-28,7,medium,229,1,-2.0
U000188,0.0,0.0,0.0,6.6,,2025-08-08,2,regular,web,organic,2025-10-07,2,medium,175,0,111.0
U000189,76.63,115.91,0.0,6.6,1.512592979250946,2025-07-03,3,regular,mobile,search,2026-01-30,7,high,211,1,-4.0
U000190,0.0,0.0,0.0,6.6,,2025-07-19,3,value,mobile,email,2025-12-11,5,medium,195,0,46.0
U000191,62.08,85.16,0.0,6.6,1.371778350515464,2025-10-23,1,value,web,organic,2026-01-30,3,low,99,1,-4.0
U000192,87.56400000000001,92.4,0.0,6.6,1.0552281759627244,2025-10-10,1,value,mobile,organic,2026-01-30,3,medium,112,1,-4.0
U000193,58.791999999999994,22.52,0.0,6.6,0.3830453122873861,2025-10-04,1,value,mobile,organic,2026-01-29,2,medium,118,1,-3.0
U000194,145.012,0.0,0.0,6.6,0.0,2025-08-03,1,regular,mobile,paid_social,2026-01-25,5,high,180,1,1.0
U000195,48.8,0.0,0.0,6.2,0.0,2025-12-31,1,value,web,referral,2026-01-24,1,low,30,1,2.0
U000196,208.848,81.14,0.0,6.6,0.3885122194131617,2025-05-27,2,premium,web,paid_social,2026-01-28,8,high,248,1,-2.0
U000197,31.947999999999997,15.92,0.0,6.6,0.4983097533491925,2025-07-29,3,value,mobile,organic,2026-01-30,6,medium,185,1,-4.0
U000198,61.35999999999999,59.519999999999996,0.0,6.4,0.970013037809648,2025-06-03,2,value,web,paid_social,2026-01-30,8,medium,241,1,-4.0
U000199,206.42000000000002,142.61,0.0,6.6,0.6908729774246681,2025-07-29,2,premium,mobile,search,2026-01-30,6,high,185,1,-4.0
U000200,45.28,0.0,0.0,6.0,0.0,2026-01-01,1,value,mobile,organic,2026-01-25,1,low,29,1,1.0
U000201,106.056,115.61999999999999,0.0,6.4,1.0901787734781625,2025-08-04,3,regular,web,organic,2026-01-30,5,high,179,1,-4.0
U000202,203.92799999999997,187.32999999999998,0.0,6.4,0.9186085285002551,2025-12-19,2,premium,web,search,2026-01-29,1,medium,42,1,-3.0
U000203,167.49200000000002,137.48000000000002,0.0,6.6,0.8208153225228668,2025-09-06,3,premium,web,organic,2026-01-30,4,high,146,1,-4.0
U000204,4.576,0.0,0.0,6.6,0.0,2025-10-27,3,regular,web,email,2025-12-30,2,medium,95,0,27.0
U000205,46.12,0.0,0.0,6.6,0.0,2025-08-27,2,value,mobile,search,2026-01-25,4,medium,156,1,1.0
U000206,111.74600000000001,75.84,0.0,6.6,0.6786820109892077,2025-07-10,1,regular,mobile,search,2026-01-29,6,high,204,1,-3.0
U000207,254.654,114.72,0.0,6.6,0.45049361093876394,2025-11-12,1,premium,web,paid_social,2026-01-30,2,high,79,1,-4.0
U000208,199.598,293.77,0.0,5.6,1.471808334752853,2026-01-03,2,premium,mobile,paid_social,2026-01-30,1,medium,27,1,-4.0
U000209,69.892,32.3,0.0,6.6,0.4621415898815315,2025-07-10,3,value,web,organic,2026-01-28,6,medium,204,1,-2.0
